tweet,clean_tweet,sentiment
Dibangunin subuh sama gempa. MasyaAllah.,dibangunin subuh gempa masyaallah,Negative
"@EloodtElla Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/8LoNZrwS3G",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@P0WERSTRANGERS Gempa bestie,gempa bestie,Negative
hah ada gempa?,terkadang gempa,Negative
"Kaget ye Bun, subuh-subuh syahdu, gempa kenceng banget cuy.
Kaget sampe ngelempar bantal, trus tangan gemeter, spee… https://t.co/ixMSFO1JxQ",terkejut pusing bun subuhsubuh syahdu gempa kencang cuy terkejut ngelempar bantal tangan gemeter spee,Negative
"@infoBMKG Update donk min, gempa lombok",update donk min gempa lombok,Negative
Gempa dmn? Gw kg kerasa,gempa dmn kg,Negative
Dibangunin solat subuh oleh gempa :',dibangunin solat subuh gempa,Negative
"@infoBMKG Info gempa lombok berapa, soalnya kerasa bgt tadi",info gempa lombok,Negative
"@yourmikasaa @infoBMKG Pagi"" dibikin bangun sama gempa 🙂",pagi dibikin terbangun gempa,Negative
@sitagriani Sana sering gempa ya? Tiati ta :(,gempa berguncang tiati,Negative
"@infoBMKG Tadi ada gempa cukup besar di lombok, itu berapa SR min?",terkadang gempa lombok min,Negative
pusat gempa dimana min? https://t.co/xADbjLOhGp,pusat gempa dimana min,Negative
"GEMPAA T___T
ahh... jadi keinget gempa 7.0 thn 2018 lalu :' the trauma is still here",gempaa ahh keinget gempa the trauma habis still here,Negative
"@Tintinattien Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/bOtfz8sqzJ",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@infoBMKG Info gempa Lombok pagi ini,info gempa lombok pagi,Negative
"@LaleDesiAL Huhu iya sampe orang rumah lari ke luar
Semoga gak ada gempa susulan ya
Amin",huhu iya orang rumah lari kedalaman semoga terkadang gempa susulan berguncang amin,Neutral
"@icysugart jauh.. tambahin es batu aja. btw daerah es ngga kena gempa? agak kaget kamu bilang dibali, kalo iya stay safe please",tambahin bergeser batu daerah bergeser terkena gempa terkejut bilang dibali iya aman please,Neutral
Gempa beneran? Kok nggak berasa? Apa gara-gara belom tidur trus pusing jadi nya pusingnya nyaru? Wkwkwk,gempa beneran nggak berasa garagara tidur pusing pusingnya nyaru,Negative
"@whatifilovey0u lagi dirumah, kebangun gara gara gempa ini dah",dirumah terbangun gempa,Negative
kaget yaAllah kirain mimpi ternyata gempa beneran mana nyawa gue belum terkumpul lagi,terkejut mimpi gempa beneran nyawa terkumpul,Negative
"Ni bali emg gempa ap gmna, bbrap detik doang sih:🙃😢",bali emang gempa ap gmna bbrap detik,Negative
Kerasa lumayan tadi gempa walau sebentar 🥲 https://t.co/uFCjThE5in,lumayan gempa sebentar,Negative
@5earched_ gempa beb :(,gempa beb,Negative
@infoBMKG Gempa woy lombok,gempa woy lombok,Negative
@infoBMKG Min gempa lombok update barusan,min gempa lombok update barusan,Negative
"@Dodi_Baqueta Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/x32ZOsJ4TR",baqueta halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@convomfs hahhh gempa dmnaa,hahhh gempa dmnaa,Negative
Astagfirullah gempa keras bangeett 😢,astagfirullah gempa bangeett,Negative
"yaampun gempa, kaget trauma bgtt",yaampun gempa terkejut trauma,Negative
"Ternyata gempa 2018 masih membekas
Lg enak2 tdur tetiba gempa auto teriak mama mama bukan manggil suami 😢",gempa membekas enak tdur tetiba gempa auto teriak mama mama manggil suami,Negative
wisata masa lalu bgt kalo udah gempa besar🙂,wisata gempa,Negative
"Ya Allah jgn gempa lagi, skrng kalo gempa ndak bs kabur malah nulis berita :((",berguncang jgn gempa skrng gempa ndak bs kabur nulis berita,Negative
@LMFatihurroyyan Kerasa gempa de ?,gempa,Negative
@dharaxy LOH AKU GA NGERASA GEMPA..,berasa gempa,Negative
@infoBMKG Info gempa Lombok min @infoBMKG,info gempa lombok min,Negative
gempa :',gempa,Negative
"Gabisa tidur dr semalem, eh tidur bentar gempa. Deg²an ya wak 🙃",gabisa tidur semalam tidur sebentar gempa degan berguncang wak,Negative
Terima kasih telah menjadi alarm ku gempa,terima kasih alarm gempa,Neutral
Gempa membangunkan mu untuk sembahyang 🥺,gempa membangunkan sembahyang,Negative
@infoBMKG update gempa brusan di Lombok min,update gempa brusan lombok min,Negative
Habis Gempa 😭😭,habis gempa,Negative
GEMPA ANJ MAYAN BESAR,gempa mayan,Negative
auto lari gak tuh gegara gempa 🥲,auto lari gempa,Negative
Terbangun karena gempa. Awalnya kecil banget hampir ga kerasa terus liat foto di tembok kok goyang-goyang. Langsung… https://t.co/GT2sMuVe7X,terbangun gempa lihat foto tembok goyanggoyang langsung,Negative
"Sekarang udah punya anak, tengah malem plavon ribut karena kucing udah langsung angkut anak. Barusan rasain #gempa… https://t.co/tJvsH5NFsc",anak semalam plavon ribut kucing langsung angkut anak barusan merasakan,Negative
"Dulu pas Gunung Agung erupsi, sering ngerasain gempa kecil yang beberapa kali sehari sampe lama2 terbiasa. Jadi kal… https://t.co/VPpFItSGCU",gunung agung erupsi merasakan gempa berguncang kali sehari terbiasa,Neutral
berasa gempa lg donggg,berasa gempa donggg,Negative
Please gempa bikin gabisa tidur lagi 😐,please gempa bikin gabisa tidur,Negative
"Melek dulu,mikir
""eh linuh""
""EH GEMPA ANJIR""
trus yaudah turun",melek dulumikir linuh gempa anjir yaudah turun,Negative
aku yang lagi tidur trus otw lari kebawah karna gempa : https://t.co/VqEbtXvRvg,berguncang tidur otw lari kebawah gempa,Negative
Subuh-subuh kerasa #Gempa di Lombok.,subuhsubuh lombok,Neutral
Gempa terasa di wilayah Kota Mataram sekitar pukul 05.15 wita. Ada yang kebangun gara-gara gempa?,gempa wilayah kota mataram wita terkadang berguncang terbangun garagara gempa,Negative
@lauvtann dimana gempa nya?,dimana gempa,Negative
Ok gempa.,lokasi gempa,Negative
Gempa.. :((,gempa,Negative
gempa😭baru juga buka mata mau subuhan uda goyang mana ngebug lagi sampe diteriakin bunda diem depan pintu tp g buka pintu,gempabaru buka mata subuhan berguncang ngebug diteriakin bunda diam pintu buka pintu,Neutral
"@ezztzze Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/rtxmtBZS6M",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
Status wa mulai dipenuhi dengan gempa,status dipenuhi gempa,Neutral
"Tumben ngerasain gempa besar lgi setelah kejadian 2018 dulu

Astaghieullah",tumben merasakan gempa lgi kejadian astaghieullah,Negative
INNALILLAHI LOMBOK GEMPA STAY SAFE GUYS,innalillahi lombok gempa aman guys,Neutral
"first time ngerasain gempa, seremm bangettt",first time merasakan gempa seremm bangettt,Negative
@infoBMKG aplikasi bmkg perlu dimutakhirkan. gempa terasa di lombok pukul 05.15 wita tapi hingga sekarang tidak tercatat di aplikasi BMKG,aplikasi bmkg dimutakhirkan gempa lombok wita tercatat aplikasi bmkg,Negative
"@littlepurplejk_ mjb, iya bener, kalo dalam jarak beberapa waktu nggak gempa kayak ada yang aneh 😔",mjb iya jarak nggak gempa terkadang berguncang aneh,Negative
gue lagi mandi tbtb gempa 😫,mandi gempa,Negative
bmkg napa gaada update gempa anjirrrrr woe,bmkg napa gaada update gempa anjirrrrr woe,Negative
"Seperti biasa, gempa gini yang paling panik ya saya. Lari sambil teriak"" keluar rumah.
Sampe luar ga ada orang lain
Krik krik krik🦗",gempa berguncang panik berguncang lari teriak rumah terkadang orang krik krik krik,Negative
yaampun kebangun karena gempa,yaampun terbangun gempa,Negative
"Ternyata Gua masih trauma sama gempa 2018, subuh2 gempa kecil udah lari pontang panting keluar rumah",trauma gempa subuh gempa lari pontang panting rumah,Negative
gempa lagi,gempa,Negative
@TimpalBali Bener kan gempa,gempa,Negative
@maesamuchtar emang gempa?,gempa,Negative
"@justlovesc Pagii
Gempa? Dimana?",pagi gempa dimana,Negative
Lagi enak enak tidur gempa gede banget w langsung lompat dari kasur🥲🥲🥲🥲🥲🥲,enak enak tidur gempa langsung lompat kasur,Positive
dibangunin gempa buat sholat,dibangunin gempa sholat,Negative
Gempa.. stay safe semuanya,gempa aman,Neutral
kirain dibangunin orang eh ternyata gempa,dibangunin orang gempa,Negative
Ya allah barusan gempa 😢,berguncang barusan gempa,Negative
sebagai anak Kalimantan dan subuh ini ngerasain gempa di Lombok tu rasanya merusak mental aku deh,anak kalimantan terkadang subuh merasakan gempa lombok merusak mental,Negative
"Jam 3 kebangun grgr kaki kram, jam 5 di bangunin ama gempa. Emang perhatian bgt ni gempa suruh sholat subuh",jam terbangun gara gara kaki kram jam bangunin gempa perhatian gempa suruh sholat subuh,Negative
Gempa di Mataram dan sekitarnya https://t.co/qxCb3Z5Otm,gempa mataram terkadang,Negative
"@Jogja_Uncover Seharian kemarin baca utas ini, sampai season 3, pas siangnya di Lombok cerah banget, liat awan yang… https://t.co/L81ydXZFWa",uncover seharian kemarin baca utas season siangnya lombok cerah lihat awan berguncang,Neutral
"nangis aja, literally pusat gempa:( https://t.co/3q2TUvqsmW",nangis literally pusat gempa,Negative
Barusan bali kerasa gempa. Tp gatau pusatnya dimana,barusan bali gempa gatau pusatnya dimana,Negative
"Umi saya hebat banget. Doanya ""Allah jangan gempa dulu kakak saya lagi berimam dimasjid. Biarin selesai dulu solatn… https://t.co/liDlybUJeM",umi hebat doanya gempa kakak berimam dimasjid biarin selesai solatn,Positive
"Udah paling bener emang bangun pagi sebelum subuh, jd kalo sewaktu² ada gempa kaya tadi bisa langsung keluar🙂",terbangun pagi subuh terkadang gempa langsung,Negative
Batu 4.6. Karna Deket sma titiknya kayaknya😩 #gempa #gempalombok #lombok #lombokbarat https://t.co/krNoryb2F9,batu deket sma titiknya kayaknya,Neutral
"Bilang di grup kagetnya sama kayak waktu gempa 2018, trus dikomenin efek dah lama gak... Hmm trus mau sering sering gitu?",bilang grup kagetnya gempa dikomenin efek hmm,Negative
dom gue gempa,dom gempa,Negative
"Tanggal 24 Januari kemarin, cuaca cerah, tapi dari pagi hawa nya panas sampe malemnya.
Sudah was was dan perasaan g… https://t.co/Ed4hgPXwDI",tanggal januari kemarin cuaca cerah pagi hawa panas malemnya was was terkadang perasaan,Neutral
Gempa 4.7 mataram,gempa mataram,Negative
"@ndc_05 Aku lagi chat sama temen ( nanya info sekolah ) 
Trus tiba tiba goyang gitu ... Aku mah ngebug ( ini apa ya… https://t.co/55BNjfWh39",chat teman info sekolah berguncang mah ngebug berguncang,Neutral
Gempa balik lagi baeeee ke lombok. Gk da daerah lain yg lebih menarik gitu??🤧,gempa baeeee kedalaman lombok daerah menarik,Neutral
@itsforjeons Wkwk sama btw pusat gempa nya dmna?,pusat gempa dmna,Negative
Kebangun dari rasa malas karena gempa! Astagfirullah😭,terbangun berasa malas gempa astagfirullah,Negative
"@architecturce Hah kenapa ga, gempa?",gempa,Negative
Gempa membangunkan dr tidur 🙃,gempa membangunkan tidur,Negative
gue langsung mules krn gempa,langsung mules gempa,Negative
"Jangan gempa lagi di Lombok Ya Allah, sumpah kenceng banget 😔",gempa lombok berguncang sumpah kencang,Negative
Astaghfirullah gempanya gede banget. Pdhl masih bobo krn libur sholat. Dan tdi kebangun ntah sebelum gempa apa krn… https://t.co/FrDKAUy5yf,astaghfirullah gempanya libur sholat terkadang terbangun ntah gempa,Negative
@neiptunes Gempa noh lombok bali dst pertanda lu kudu stop galau atau terjadi gempa susulan,gempa noh lombok bali dst pertanda kudu stop galau gempa susulan,Negative
mimpiku seru bgt.. langsung lupa gara gara gempa,mimpiku seru langsung lupa gempa,Negative
gempa:(,gempa,Negative
Pagi hari diawali gempa,pagi diawali gempa,Negative
yaAllah terakhir ngerasain gempa 2016 dan keulang lagi,merasakan gempa terkadang keulang,Negative
Tumben ngerasain gempa lagi 😩😩,tumben merasakan gempa,Negative
yaallah gempa..,gempa,Negative
masih parno gempa di Lombok thn 2018,parno gempa lombok,Negative
Gempa dilombok😔🥺,gempa dilombok,Negative
"Gempa cukup kuat di Mataram mskpun hanya beberapa detik,pagi ini 05,10 pagi",gempa kuat mataram mskpun detikpagi pagi,Neutral
gempa gede bgt 😭,gempa,Negative
@infoBMKG #Gempa pagi ini. Kerasa banget di Mataram. Kebangun sampean. Pusatnya dimana min?,pagi mataram terbangun sampean pusatnya dimana min,Neutral
"Kenceng bgt si di sini, mataram ntb 🥲😫 #Gempa",kencang mataram ntb,Neutral
"ga bs menutupi kalo ternyata gempa 2018 bener2 ninggalin trauma, barusan gempa dan jantung deg2an sekali, padahal t… https://t.co/vQZKXBxJ45",bs menutupi gempa ninggalin trauma barusan gempa terkadang jantung degan,Negative
"gue kira ada kucing di genteng, ternyata barusan beneran gempa",terkadang kucing genteng barusan beneran gempa,Negative
ya allah kaget bgt ada gempa,berguncang terkejut terkadang gempa,Negative
min @infoBMKG bangun min gempa tadi,min terbangun min gempa,Negative
"Ini kalo gak gempa, siapa juga yg goyangin tempat tidur. Jaga juga sendiri",gempa goyangin tidur jaga,Negative
gempa ga siii?🙃,gempa siii,Negative
ini kenapa org rumah gada yg bangun gara2 kerasa gempa si,rumah gada terbangun gempa,Negative
"@idhanukman Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/DDhNqc7Xl2",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@LaleDesiAL Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/jFbuUFwhKa",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
"@mygmnj Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/xnApha8q5Y",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
@Hara9904 Kk diem masih kek mimpi ini gempa atau apa😅,kk diam mimpi gempa,Negative
Dibangun solat subuh sama gempa. Mantap,dibangun solat subuh gempa mantap,Positive
Gempa 😥,gempa,Negative
@intanrmdni Mbk keinget gempa 2018 jadinya,mbk keinget gempa,Negative
Pada ngerasain gempa ga my??? Daerah mataram sekitar nya?? Gemuruh nya besar bgt🥺 stay safe semuanya💜,merasakan gempa my daerah mataram gemuruh aman,Neutral
beneran gempa dong anjir huhu bukan mimpi https://t.co/Pvjle3UCi8,beneran gempa anjir huhu mimpi,Negative
Lagi haid udh niat bangun siang tau taunya dibangunin gempa,haid niat terbangun siang tau taunya dibangunin gempa,Negative
emang gempa?? dimanaa?,gempa dimanaa,Negative
"Cie dibangunin gempa, so sweet uwu",cie dibangunin gempa so sweet uwu,Negative
@maesamuchtar Gempa dimanaa,gempa dimanaa,Negative
@noonauni_ptg ya ampun.. alhamdulillah klo gpp.. semoga gak ada gempa susulan ya 🥺,ptg berguncang ampun alhamdulillah gpp semoga terkadang gempa susulan berguncang,Positive
Gempa ya Allah,gempa berguncang,Negative
Jam segino ada GEMPA cuy astaga,jam segino terkadang gempa cuy astaga,Negative
w peka banget klo ada gempa.,peka terkadang gempa,Negative
"When gempa but you're mager buat turun dan perut mules. Kita ee dulu, ya. https://t.co/UexNnuqTmK",when gempa but youre mager turun terkadang perut mules ee berguncang,Negative
Lagi mimpi main game dan terus mau naik mobil eh tiba-tiba bunyi kek mobil box lewat tau2nya gempa gede banget 😭,mimpi main game terkadang mobil tibatiba bunyi mobil box taunya gempa,Negative
baru bangun tbtb gempa afsgdjdk,terbangun gempa afsgdjdk,Negative
"Ya allah kebangun gempa, gede banget, suaranya serem 🥲",berguncang terbangun gempa suaranya serem,Negative
Gempa 😨,gempa,Negative
@uda_divaksin gempa dimana?,divaksin gempa dimana,Negative
"eh, beneran gempa ternyata, kirain ngantuk",beneran gempa ngantuk,Negative
Haduu gempa,haduu gempa,Negative
Bali barusan gempa gasih🥲,bali barusan gempa gasih,Negative
Feel bit dizzy .. oalah gempa dimana ..😔,feel bit dizzy oalah gempa dimana,Negative
Gempa gede banget untungnya bentar,gempa untungnya sebentar,Negative
NTB gempa 😰😰😰,ntb gempa,Negative
Gempa woiiii jam segini gede bet 😭😭,gempa woiiii jam segini bet,Negative
"Gempa lagi, trauma banget 😭",gempa trauma,Negative
"@DaichiVira Abis gempa di lombok, kaget:(",habis gempa lombok terkejut,Negative
"@Dwiuto_ Halo, saya Bencana Bot. Untuk melaporkan dampak gempa di sekitarmu, silakan balas dengan #gempa https://t.co/8vjQpefNIi",halo bencana bot melaporkan dampak gempa sekitarmu silakan balas,Negative
gempa dimana?,gempa dimana,Negative
"Pantes panas banget, ternyata gempa :)",pantes panas gempa,Negative
lombok gempa.. besar bgt,lombok gempa,Negative
"Jam seginii bangun gara"" gempa .. Astagfirullah .. ㅠ",jam seginii terbangun gempa astagfirullah,Negative
masa tadi ada gempa😿😿,terkadang gempa,Negative
Kebangun gempa.,terbangun gempa,Negative
Astaghfirullah pagi2 dibanguninnya sama gempa bbrp detik. Untung kebangun🥲,astaghfirullah pagi dibanguninnya gempa bbrp detik untung terbangun,Negative
Dibangunin sholat subuh pake gempa,dibangunin sholat subuh pake gempa,Negative
@convomfs Gempa dimana? Stay safe yaaa,gempa dimana aman yaaa,Neutral
jangan ada gempa lgi ples gwej mger lari 👎🏽👎🏽,terkadang gempa lgi ples gwej mger lari,Negative
"SEJARAH HARI INI 23 TAHUN LALU, GEMPA BUMI DI KOLOMBIA MENYEBABKAN 1.000 ORANG TEWAS

#TribunKaltim #SejarahHariIni… https://t.co/OFIJ653bAW",sejarah gempa bumi kolombia menyebabkan orang tewas,Negative
Gempa pagi sdh menyambut,gempa pagi sdh menyambut,Negative
Ko bisa²nya gempa pas gue mimpiin gempa,bisanya gempa mimpiin gempa,Negative
Bentar mau inget2 lg gmn mimpi yang lain. Aku kebangun gara2 gempa 😭,sebentar inget gimana mimpi berguncang terbangun gempa,Negative
Berasa juga gempa barusan ya #gempa #bali,berasa gempa barusan berguncang,Negative
"@hytaeby GEMPA,APA AKU AJA YG LARI KELUAR RUMAH😭😭",gempaapa lari rumah,Neutral
Giliran bangun pagi malah dibangunin gempa bukan dibangunin ayang,giliran terbangun pagi dibangunin gempa dibangunin ayang,Negative
"kebangun gara2 gempa, belum melek udah lari jadinya jatoh 😭",terbangun gempa melek lari jatoh,Negative
"Makanya kalo dibangunin pak azan bangun, jd nya di bangunin pake gempa kan 😁",dibangunin azan terbangun bangunin pake gempa,Negative
HE ANJIR GEMPA YA,he anjir gempa berguncang,Negative
Lg sakit bgt kaki tp dipaksa lari krna gempa wkwkw skrg tambah sakit,sakit kaki dipaksa lari gempa sakit,Negative
